sim,total,target,marker,other,marker_count,target_count,other_count,c_hat,cum_x_mean,cum_n_mean,cum_c_hat
732,1200,1000,200,0,9,99,0,2200,49.5273224,10.00546448,990.0054615
733,1200,1000,200,0,10,73,0,1460,49.55934516,10.00545703,990.6463049
734,1200,1000,200,0,10,52,0,1040,49.5626703,10.00544959,990.7135076
735,1200,1000,200,0,11,41,0,745.4545455,49.55102041,10.00680272,990.3467029
736,1200,1000,200,0,10,68,0,1360,49.57608696,10.00679348,990.8486083
737,1200,1000,200,0,10,25,0,500,49.54274084,10.00678426,990.1830508
738,1200,1000,200,0,10,75,0,1500,49.57723577,10.00677507,990.873392
739,1200,1000,200,0,10,38,0,760,49.56156969,10.0067659,990.56119
740,1200,1000,200,0,10,49,0,980,49.56081081,10.00675676,990.5469278
741,1200,1000,200,0,10,62,0,1240,49.57759784,10.00674764,990.8833446
742,1200,1000,200,0,10,36,0,720,49.55929919,10.00673854,990.5185185
743,1200,1000,200,0,10,56,0,1120,49.5679677,10.00672948,990.6926698
744,1200,1000,200,0,10,66,0,1320,49.59005376,10.00672043,991.1349899
745,1200,1000,200,0,10,59,0,1180,49.60268456,10.00671141,991.38833
746,1200,1000,200,0,10,41,0,820,49.59115282,10.00670241,991.1587408
747,1200,1000,200,0,10,37,0,740,49.57429719,10.00669344,990.8227425
748,1200,1000,200,0,10,89,0,1780,49.62700535,10.00668449,991.8770875
749,1200,1000,200,0,10,78,0,1560,49.66488652,10.00667557,992.6350901
750,1200,1000,200,0,10,49,0,980,49.664,10.00666667,992.6182545
751,1200,1000,200,0,10,47,0,940,49.66045273,10.00665779,992.5482369
752,1200,1000,200,0,10,51,0,1020,49.66223404,10.00664894,992.5847176
753,1200,1000,200,0,11,83,0,1509.090909,49.7065073,10.00796813,993.3386412
754,1200,1000,200,0,10,23,0,460,49.67108753,10.00795756,992.6318579
755,1200,1000,200,0,10,53,0,1060,49.67549669,10.00794702,992.7210164
756,1200,1000,200,0,10,51,0,1020,49.67724868,10.00793651,992.7570711
757,1200,1000,200,0,10,82,0,1640,49.71994716,10.00792602,993.6114044
758,1200,1000,200,0,10,36,0,720,49.70184697,10.00791557,993.250725
759,1200,1000,200,0,10,39,0,780,49.68774704,10.00790514,992.9699842
760,1200,1000,200,0,10,27,0,540,49.65789474,10.00789474,992.3744412
761,1200,1000,200,0,10,75,0,1500,49.6911958,10.00788436,993.0409664
762,1200,1000,200,0,10,73,0,1460,49.72178478,10.00787402,993.6532914
763,1200,1000,200,0,10,21,0,420,49.68414155,10.0078637,992.902043
764,1200,1000,200,0,10,52,0,1040,49.68717277,10.0078534,992.9636411
765,1200,1000,200,0,10,60,0,1200,49.70065359,10.00784314,993.2340648
766,1200,1000,200,0,10,49,0,980,49.6997389,10.0078329,993.2168015
767,1200,1000,200,0,10,74,0,1480,49.73142112,10.00782269,993.850964
768,1200,1000,200,0,10,39,0,780,49.71744792,10.0078125,993.5727296
769,1200,1000,200,0,10,47,0,940,49.71391417,10.00780234,993.5031185
770,1200,1000,200,0,10,58,0,1160,49.72467532,10.00779221,993.7191799
771,1200,1000,200,0,10,29,0,580,49.69779507,10.0077821,993.1829964
772,1200,1000,200,0,10,52,0,1040,49.7007772,10.00777202,993.2435931
773,1200,1000,200,0,10,70,0,1400,49.72703752,10.00776197,993.7693899
774,1200,1000,200,0,10,73,0,1460,49.75710594,10.00775194,994.3712884
775,1200,1000,200,0,10,48,0,960,49.75483871,10.00774194,994.3269727
776,1200,1000,200,0,10,73,0,1460,49.78479381,10.00773196,994.9266031
777,1200,1000,200,0,10,57,0,1140,49.79407979,10.00772201,995.1131687
778,1200,1000,200,0,10,27,0,540,49.76478149,10.00771208,994.5286412
779,1200,1000,200,0,11,27,0,490.9090909,49.73555841,10.00898588,993.8181352
780,1200,1000,200,0,10,46,0,920,49.73076923,10.00897436,993.7235814
781,1200,1000,200,0,10,39,0,780,49.71702945,10.00896287,993.4501727
782,1200,1000,200,0,10,39,0,780,49.70332481,10.00895141,993.1774626
783,1200,1000,200,0,10,59,0,1180,49.71519796,10.00893997,993.4158479
784,1200,1000,200,0,10,42,0,840,49.70535714,10.00892857,993.220339
785,1200,1000,200,0,10,22,0,440,49.67006369,10.0089172,992.5162276
786,1200,1000,200,0,10,58,0,1160,49.68066158,10.00890585,992.7291216
787,1200,1000,200,0,10,40,0,800,49.66836086,10.00889454,992.4844484
788,1200,1000,200,0,10,42,0,840,49.65862944,10.00888325,992.291112
789,1200,1000,200,0,10,34,0,680,49.63878327,10.00887199,991.8956566
790,1200,1000,200,0,10,79,0,1580,49.67594937,10.00886076,992.6394334
791,1200,1000,200,0,10,48,0,960,49.67383059,10.00884956,992.5982064
792,1200,1000,200,0,10,60,0,1200,49.68686869,10.00883838,992.8598461
793,1200,1000,200,0,10,25,0,500,49.6557377,10.00882724,992.2388812
794,1200,1000,200,0,10,45,0,900,49.64987406,10.00881612,992.1228136
795,1200,1000,200,0,10,52,0,1040,49.65283019,10.00880503,992.1829835
796,1200,1000,200,0,10,45,0,900,49.64698492,10.00879397,992.0672775
797,1200,1000,200,0,10,29,0,580,49.62107905,10.00878294,991.5507083
798,1200,1000,200,0,10,47,0,940,49.61779449,10.00877193,991.486165
799,1200,1000,200,0,10,33,0,660,49.59699625,10.00876095,991.0716519
800,1200,1000,200,0,10,43,0,860,49.58875,10.00875,990.9079555
801,1200,1000,200,0,10,43,0,860,49.58052434,10.00873908,990.7446676
802,1200,1000,200,0,10,35,0,700,49.56234414,10.00872818,990.3824592
803,1200,1000,200,0,10,26,0,520,49.53300125,10.00871731,989.797188
804,1200,1000,200,0,10,82,0,1640,49.57338308,10.00870647,990.6051945
805,1200,1000,200,0,10,47,0,940,49.57018634,10.00869565,990.5423855
806,1200,1000,200,0,10,58,0,1160,49.58064516,10.00868486,990.7524482
807,1200,1000,200,0,10,55,0,1100,49.58736059,10.0086741,990.8877058
808,1200,1000,200,0,10,51,0,1020,49.58910891,10.00866337,990.9237047
809,1200,1000,200,0,10,62,0,1240,49.60444994,10.00865266,991.2313202
810,1200,1000,200,0,10,31,0,620,49.58148148,10.00864198,990.7734057
811,1200,1000,200,0,10,70,0,1400,49.60665845,10.00863132,991.2775656
812,1200,1000,200,0,10,34,0,680,49.58743842,10.00862069,990.894549
813,1200,1000,200,0,11,25,0,454.5454545,49.55719557,10.0098401,990.1695748
814,1200,1000,200,0,10,46,0,920,49.55282555,10.00982801,990.0834561
815,1200,1000,200,0,10,44,0,880,49.54601227,10.00981595,989.9485168
816,1200,1000,200,0,10,51,0,1020,49.54779412,10.00980392,989.9853085
817,1200,1000,200,0,10,83,0,1660,49.58873929,10.00979192,990.8045977
818,1200,1000,200,0,10,54,0,1080,49.59413203,10.00977995,990.913532
819,1200,1000,200,0,10,50,0,1000,49.59462759,10.00976801,990.9246158
820,1200,1000,200,0,10,35,0,700,49.57682927,10.0097561,990.5701754
821,1200,1000,200,0,10,33,0,660,49.55663825,10.00974421,990.1679241
822,1200,1000,200,0,10,60,0,1200,49.56934307,10.00973236,990.422946
823,1200,1000,200,0,10,48,0,960,49.56743621,10.00972053,990.386016
824,1200,1000,200,0,10,47,0,940,49.56432039,10.00970874,990.3249273
825,1200,1000,200,0,10,39,0,780,49.55151515,10.00969697,990.0702349
826,1200,1000,200,0,10,68,0,1360,49.57384988,10.00968523,990.5176584
827,1200,1000,200,0,10,62,0,1240,49.58887545,10.00967352,990.8190384
828,1200,1000,200,0,10,51,0,1020,49.59057971,10.00966184,990.8542471
829,1200,1000,200,0,10,70,0,1400,49.61519903,10.00965018,991.3473126
830,1200,1000,200,0,10,43,0,860,49.60722892,10.00963855,991.1892152
831,1200,1000,200,0,10,71,0,1420,49.63297232,10.00962696,991.7047367
832,1200,1000,200,0,10,39,0,780,49.62019231,10.00961538,991.4505283
833,1200,1000,200,0,10,57,0,1140,49.62905162,10.00960384,991.6286879
834,1200,1000,200,0,10,33,0,660,49.60911271,10.00959233,991.2314327
835,1200,1000,200,0,10,73,0,1460,49.63712575,10.00958084,991.7922948
836,1200,1000,200,0,10,56,0,1120,49.64473684,10.00956938,991.9455067
837,1200,1000,200,0,11,41,0,745.4545455,49.6344086,10.01075269,991.6219119
838,1200,1000,200,0,10,35,0,700,49.61694511,10.01073986,991.2742878
839,1200,1000,200,0,9,96,0,2133.333333,49.67222884,10.00953516,992.4982139
840,1200,1000,200,0,10,62,0,1240,49.68690476,10.00952381,992.7925785
841,1200,1000,200,0,10,29,0,580,49.66230678,10.00951249,992.3022096
842,1200,1000,200,0,10,42,0,840,49.65320665,10.00950119,992.1214998
843,1200,1000,200,0,10,22,0,440,49.62040332,10.00948992,991.4671723
844,1200,1000,200,0,10,53,0,1060,49.62440758,10.00947867,991.5482955
845,1200,1000,200,0,10,46,0,920,49.62011834,10.00946746,991.463703
846,1200,1000,200,0,11,69,0,1254.545455,49.643026,10.0106383,991.805408
847,1200,1000,200,0,10,50,0,1000,49.64344746,10.01062574,991.8150725
848,1200,1000,200,0,10,20,0,400,49.60849057,10.01061321,991.1179173
849,1200,1000,200,0,10,77,0,1540,49.64075383,10.01060071,991.7637369
850,1200,1000,200,0,10,47,0,940,49.63764706,10.01058824,991.7029028
851,1200,1000,200,0,10,75,0,1500,49.66745006,10.01057579,992.2995657
852,1200,1000,200,0,10,24,0,480,49.63732394,10.01056338,991.6989096
853,1200,1000,200,0,10,36,0,720,49.62133646,10.010551,991.3807237
854,1200,1000,200,0,10,72,0,1440,49.64754098,10.01053864,991.905486
855,1200,1000,200,0,10,64,0,1280,49.66432749,10.01052632,992.2420844
856,1200,1000,200,0,10,36,0,720,49.64836449,10.01051402,991.9243786
857,1200,1000,200,0,10,56,0,1120,49.65577596,10.01050175,992.0736683
858,1200,1000,200,0,10,58,0,1160,49.66550117,10.01048951,992.2691815
859,1200,1000,200,0,10,76,0,1520,49.69615832,10.0104773,992.8828934
860,1200,1000,200,0,10,51,0,1020,49.69767442,10.01046512,992.9143919
861,1200,1000,200,0,10,29,0,580,49.67363531,10.01045296,992.4353173
862,1200,1000,200,0,10,44,0,880,49.66705336,10.01044084,992.305018
863,1200,1000,200,0,10,35,0,700,49.65005794,10.01042874,991.9666628
864,1200,1000,200,0,10,48,0,960,49.64814815,10.01041667,991.9297029
865,1200,1000,200,0,10,48,0,960,49.64624277,10.01040462,991.8928283
866,1200,1000,200,0,10,52,0,1040,49.64896074,10.01039261,991.9483216
867,1200,1000,200,0,10,58,0,1160,49.65859285,10.01038062,992.1419518
868,1200,1000,200,0,10,76,0,1520,49.68894009,10.01036866,992.7494533
869,1200,1000,200,0,10,59,0,1180,49.69965478,10.01035673,992.9647086
870,1200,1000,200,0,10,51,0,1020,49.70114943,10.01034483,992.9957515
871,1200,1000,200,0,10,57,0,1140,49.70952928,10.01033295,993.1643537
872,1200,1000,200,0,10,41,0,820,49.69954128,10.0103211,992.9659755
873,1200,1000,200,0,10,59,0,1180,49.71019473,10.01030928,993.1799977
874,1200,1000,200,0,10,58,0,1160,49.71967963,10.01029748,993.3706709
875,1200,1000,200,0,10,43,0,860,49.712,10.01028571,993.2184039
876,1200,1000,200,0,10,39,0,780,49.69977169,10.01027397,992.9752537
877,1200,1000,200,0,10,37,0,740,49.68529076,10.01026226,992.6870942
878,1200,1000,200,0,10,69,0,1380,49.70728929,10.01025057,993.1277734
879,1200,1000,200,0,10,37,0,740,49.69283276,10.01023891,992.8400955
880,1200,1000,200,0,11,28,0,509.0909091,49.66818182,10.01136364,992.2360953
881,1200,1000,200,0,10,62,0,1240,49.68217934,10.01135074,992.5170068
882,1200,1000,200,0,10,58,0,1160,49.69160998,10.01133787,992.7066818
883,1200,1000,200,0,10,66,0,1320,49.71007928,10.01132503,993.0769231
884,1200,1000,200,0,10,57,0,1140,49.71832579,10.01131222,993.2429379
885,1200,1000,200,0,10,75,0,1500,49.74689266,10.01129944,993.8148984
886,1200,1000,200,0,10,54,0,1080,49.751693,10.01128668,993.9120631
887,1200,1000,200,0,10,29,0,580,49.72829763,10.01127396,993.4459459
888,1200,1000,200,0,10,70,0,1400,49.75112613,10.01126126,993.9032621
889,1200,1000,200,0,10,76,0,1520,49.78065242,10.01124859,994.494382
890,1200,1000,200,0,10,44,0,880,49.7741573,10.01123596,994.365881
891,1200,1000,200,0,10,79,0,1580,49.80695847,10.01122334,995.0224215
892,1200,1000,200,0,10,46,0,920,49.80269058,10.01121076,994.9384099
893,1200,1000,200,0,10,69,0,1380,49.82418813,10.01119821,995.3691275
894,1200,1000,200,0,10,45,0,900,49.81879195,10.01118568,995.2625698
895,1200,1000,200,0,10,27,0,540,49.79329609,10.01117318,994.7544643
896,1200,1000,200,0,10,61,0,1220,49.80580357,10.01116071,995.0055741
897,1200,1000,200,0,10,45,0,900,49.80044593,10.01114827,994.8997773
898,1200,1000,200,0,10,37,0,740,49.78619154,10.01113586,994.6162403
899,1200,1000,200,0,10,27,0,540,49.76084538,10.01112347,994.1111111
900,1200,1000,200,0,10,33,0,660,49.74222222,10.01111111,993.7402886
901,1200,1000,200,0,10,59,0,1180,49.75249723,10.01109878,993.9467849
902,1200,1000,200,0,10,21,0,420,49.72062084,10.01108647,993.3111849
903,1200,1000,200,0,10,33,0,660,49.7021041,10.0110742,992.9424779
904,1200,1000,200,0,10,50,0,1000,49.70243363,10.01106195,992.9502762
905,1200,1000,200,0,10,65,0,1300,49.71933702,10.01104972,993.2891832
906,1200,1000,200,0,10,47,0,940,49.71633554,10.01103753,993.23043
907,1200,1000,200,0,10,39,0,780,49.7045204,10.01102536,992.9955947
908,1200,1000,200,0,10,85,0,1700,49.74339207,10.01101322,993.7733773
909,1200,1000,200,0,10,42,0,840,49.73487349,10.0110011,993.6043956
910,1200,1000,200,0,10,62,0,1240,49.74835165,10.01098901,993.8748628
911,1200,1000,200,0,10,74,0,1480,49.77497256,10.01097695,994.4078947
912,1200,1000,200,0,10,38,0,760,49.7620614,10.01096491,994.1511501
913,1200,1000,200,0,10,27,0,540,49.73713034,10.0109529,993.654267
914,1200,1000,200,0,10,30,0,600,49.71553611,10.01094092,993.2240437
915,1200,1000,200,0,10,56,0,1120,49.72240437,10.01092896,993.3624454
916,1200,1000,200,0,10,35,0,700,49.70633188,10.01091703,993.04253
917,1200,1000,200,0,10,44,0,880,49.70010905,10.01090513,992.91939
918,1200,1000,200,0,10,52,0,1040,49.70261438,10.01089325,992.9706202
919,1200,1000,200,0,10,40,0,800,49.69205658,10.01088139,992.7608696
920,1200,1000,200,0,10,64,0,1280,49.7076087,10.01086957,993.072747
921,1200,1000,200,0,10,37,0,740,49.69381107,10.01085776,992.7982646
922,1200,1000,200,0,10,42,0,840,49.68546638,10.01084599,992.6327194
923,1200,1000,200,0,10,29,0,580,49.66305525,10.01083424,992.1861472
924,1200,1000,200,0,10,49,0,980,49.66233766,10.01082251,992.172973
925,1200,1000,200,0,10,42,0,840,49.65405405,10.01081081,992.0086393
926,1200,1000,200,0,10,32,0,640,49.6349892,10.01079914,991.6289105
927,1200,1000,200,0,5,82,0,3280,49.66990291,10.00539374,992.8625337
928,1200,1000,200,0,10,42,0,840,49.66163793,10.00538793,992.6978998
929,1200,1000,200,0,10,39,0,780,49.65016146,10.00538213,992.4690694
930,1200,1000,200,0,10,37,0,740,49.63655914,10.00537634,992.1977431
931,1200,1000,200,0,10,46,0,920,49.63265306,10.00537057,992.1202362
932,1200,1000,200,0,10,67,0,1340,49.65128755,10.00536481,992.4932976
933,1200,1000,200,0,10,45,0,900,49.64630225,10.00535906,992.3942153
934,1200,1000,200,0,10,69,0,1380,49.66702355,10.00535332,992.8089888
935,1200,1000,200,0,10,42,0,840,49.65882353,10.00534759,992.645644
936,1200,1000,200,0,10,71,0,1420,49.68162393,10.00534188,993.1019754
937,1200,1000,200,0,10,32,0,640,49.66275347,10.00533618,992.7253333
938,1200,1000,200,0,10,30,0,600,49.64179104,10.00533049,992.3068727
939,1200,1000,200,0,10,51,0,1020,49.64323749,10.00532481,992.3363491
940,1200,1000,200,0,10,86,0,1720,49.68191489,10.00531915,993.1100478
941,1200,1000,200,0,10,34,0,680,49.66524973,10.0053135,992.7774827
942,1200,1000,200,0,10,76,0,1520,49.69320594,10.00530786,993.33687
943,1200,1000,200,0,10,50,0,1000,49.69353128,10.00530223,993.3439322
944,1200,1000,200,0,10,61,0,1220,49.70550847,10.00529661,993.5839068
945,1200,1000,200,0,10,74,0,1480,49.73121693,10.00529101,994.0983607
946,1200,1000,200,0,10,60,0,1200,49.74207188,10.00528541,994.3159007
947,1200,1000,200,0,10,35,0,700,49.72650475,10.00527983,994.005277
948,1200,1000,200,0,10,35,0,700,49.71097046,10.00527426,993.6953084
949,1200,1000,200,0,10,61,0,1220,49.72286617,10.0052687,993.9336493
950,1200,1000,200,0,10,62,0,1240,49.73578947,10.00526316,994.1925302
951,1200,1000,200,0,10,27,0,540,49.71188223,10.00525762,993.7151865
952,1200,1000,200,0,10,66,0,1320,49.7289916,10.0052521,994.0577428
953,1200,1000,200,0,9,99,0,2200,49.78069255,10.00419727,995.1961401
954,1200,1000,200,0,10,53,0,1060,49.78406709,10.00419287,995.2640402
955,1200,1000,200,0,10,74,0,1480,49.80942408,10.00418848,995.7714046
956,1200,1000,200,0,10,70,0,1400,49.83054393,10.0041841,996.1940611
957,1200,1000,200,0,10,36,0,720,49.81609195,10.00417973,995.9055776
958,1200,1000,200,0,10,60,0,1200,49.82672234,10.00417537,996.1185309
959,1200,1000,200,0,10,71,0,1420,49.84880083,10.00417101,996.5603502
960,1200,1000,200,0,10,56,0,1120,49.85520833,10.00416667,996.6888796
961,1200,1000,200,0,10,31,0,620,49.83558793,10.00416233,996.2970668
962,1200,1000,200,0,10,37,0,740,49.82224532,10.004158,996.0307564
963,1200,1000,200,0,10,48,0,960,49.82035306,10.00415369,995.9933569
964,1200,1000,200,0,10,34,0,680,49.80394191,10.00414938,995.6656989
965,1200,1000,200,0,10,73,0,1460,49.82797927,10.00414508,996.146675
966,1200,1000,200,0,10,67,0,1340,49.84575569,10.00414079,996.5024834
967,1200,1000,200,0,10,67,0,1340,49.86349535,10.0041365,996.8575563
968,1200,1000,200,0,10,75,0,1500,49.88946281,10.00413223,997.3771169
969,1200,1000,200,0,10,46,0,920,49.88544892,10.00412797,997.2972973
970,1200,1000,200,0,10,40,0,800,49.87525773,10.00412371,997.0939819
971,1200,1000,200,0,10,34,0,680,49.85890834,10.00411946,996.767552
972,1200,1000,200,0,10,33,0,660,49.84156379,10.00411523,996.4212258
973,1200,1000,200,0,10,35,0,700,49.82631038,10.004111,996.1167043
974,1200,1000,200,0,10,68,0,1360,49.8449692,10.00410678,996.4901478
975,1200,1000,200,0,10,38,0,760,49.83282051,10.00410256,996.2476933
976,1200,1000,200,0,10,26,0,520,49.80840164,10.00409836,995.7599345
977,1200,1000,200,0,10,38,0,760,49.79631525,10.00409417,995.5187231
978,1200,1000,200,0,10,66,0,1320,49.81288344,10.00408998,995.8503679
979,1200,1000,200,0,10,37,0,740,49.79979571,10.0040858,995.5891362
980,1200,1000,200,0,10,54,0,1080,49.80408163,10.00408163,995.6752346
981,1200,1000,200,0,10,63,0,1260,49.81753313,10.00407747,995.944569
982,1200,1000,200,0,10,46,0,920,49.81364562,10.00407332,995.8672638
983,1200,1000,200,0,10,71,0,1420,49.83519837,10.00406918,996.298556
984,1200,1000,200,0,10,39,0,780,49.82418699,10.00406504,996.0788297
985,1200,1000,200,0,10,24,0,480,49.79796954,10.00406091,995.5551045
986,1200,1000,200,0,10,36,0,720,49.78397566,10.0040568,995.2757502
987,1200,1000,200,0,10,80,0,1600,49.81458967,10.00405268,995.8881912
988,1200,1000,200,0,10,23,0,460,49.78744939,10.00404858,995.3460138
989,1200,1000,200,0,10,64,0,1280,49.80182002,10.00404449,995.6337174
990,1200,1000,200,0,10,43,0,860,49.79494949,10.0040404,995.496769
991,1200,1000,200,0,10,50,0,1000,49.79515641,10.00403633,995.5013113
992,1200,1000,200,0,10,46,0,920,49.79133065,10.00403226,995.4252318
993,1200,1000,200,0,10,62,0,1240,49.80362538,10.0040282,995.6714314
994,1200,1000,200,0,10,45,0,900,49.79879276,10.00402414,995.5752212
995,1200,1000,200,0,10,25,0,500,49.77386935,10.0040201,995.0773558
996,1200,1000,200,0,10,73,0,1460,49.79718876,10.00401606,995.5439582
997,1200,1000,200,0,10,45,0,900,49.79237713,10.00401204,995.4481652
998,1200,1000,200,0,10,60,0,1200,49.80260521,10.00400802,995.6530449
999,1200,1000,200,0,10,24,0,480,49.77677678,10.004004,995.1370822
1000,1200,1000,200,0,10,39,0,780,49.766,10.004,994.9220312
